"ID","Name","Long","Lat","X1960","X1970","X1980","X1990","X2000","X2010"
"541000","Little Rock",-92.331122,34.736009,242980,323296,393774,513117,610518,699757
"555310","Pine Bluff",-92.023114,34.216648,44037,85329,90718,85487,107341,100258
"561670","Russellville",-93.13682,35.278429,8921,28607,39021,45883,75608,83939
"563020","Searcy",-91.733706,35.247043,0.1,0.1,50835,54676,67165,77076
"603526","Bakersfield",-119.031661,35.357276,291984,329162,403089,543477,661645,839631
"613014","Chico",-121.83546,39.739983,14757,19580,143851,182120,203171,220000
"621782","El Centro",-115.557966,32.788139,24803,29897,53354,71259,142361,174528
"623042","Eureka",-124.162752,40.790022,104892,99692,108514,119118,126518,134623
"627000","Fresno",-119.792113,36.781549,365945,413053,514621,667490,799407,930450
"631960","Hanford",-119.646889,36.333273,10133,15179,20958,58409,129461,152982
"644000","Los Angeles",-118.375984,34.086159,6038771,7032075,7477503,11273720,12365627,12828837
"645022","Madera",-120.067316,36.963411,14430,16044,21732,29428,123109,150865
"646898","Merced",-120.477916,37.305977,20068,22670,36423,178403,210554,255793
"648354","Modesto",-120.994543,37.661479,36585,194506,265900,370522,446997,514453
"650258","Napa",-122.298885,38.304764,22170,79140,99199,110765,124279,136484
"654652","Oxnard",-119.182497,34.191292,82658,376430,529174,669016,753197,823318
"659920","Redding",-122.370325,40.576606,12773,16659,115715,147036,163256,177223
"664000","Sacramento",-121.468926,38.555605,502778,800592,1014002,1481102,1796857,2149127
"664224","Salinas",-121.643128,36.683859,28957,0.1,0.1,0.1,0.1,415057
"665000","San Bernardino",-117.29315,34.12951,809782,1143146,1558182,2588793,3254821,4224851
"666000","San Diego",-117.146344,32.779541,1033011,1357854,1861846,2498016,2813833,3095313
"667000","San Francisco",-122.437392,37.759881,2648762,3109519,3250630,3686592,4123740,4335391
"668000","San Jose",-121.872734,37.304051,642315,1064714,1295071,1497577,1735819,1836911
"668154","San Luis Obispo",-120.663192,35.274305,20437,28036,72707,125167,246681,269637
"669070","Santa Barbara",-119.714189,34.425804,168962,264324,298694,369608,399347,423895
"669112","Santa Cruz",-122.026252,36.97205,25596,32076,188141,229734,255602,262382
"670098","Santa Rosa",-122.704646,38.448611,31027,204885,299681,388222,458614,483878
"675000","Stockton",-121.300868,37.975623,249989,290208,347342,480628,563598,685306
"680588","Truckee",-120.203568,39.342163,0.1,0.1,0.1,0.1,92033,98764
"681134","Ukiah",-123.208612,39.148761,0.1,51101,66738,80345,86265,87841
"681666","Vallejo",-122.235882,38.112969,134597,169941,235203,340421,394542,413344
"682954","Visalia",-119.307347,36.3241,29615,43503,245738,311921,368021,442179
"686972","Yuba City",-121.626201,39.134792,21060,23339,101979,122643,139149,166892
"807850","Boulder",-105.259502,40.019425,74254,131889,189625,225339,291288,294567
"816000","Colorado Springs",-104.791914,38.863443,143742,235972,317458,409482,537484,645613
"820000","Denver",-104.965486,39.726287,855129,1095640,1431277,1626050,2157756,2543482
"827425","Fort Collins",-105.078302,40.559238,34761,59557,149184,186136,251494,299630
"831660","Grand Junction",-108.559097,39.080531,18694,20170,27956,34447,116255,146723
"832155","Greeley",-104.723988,40.415119,26314,38902,123438,131821,180936,252825
"862000","Pueblo",-104.620393,38.266933,118707,118238,125972,123051,141472,159063
"908000","Bridgeport",-73.195915,41.188596,334576,389153,395455,443722,882567,916829
"937000","Hartford",-72.688587,41.76255,525207,663891,721230,1064877,1148618,1212381
"952000","New Haven",-72.92315,41.311147,311681,355538,417572,529897,824008,862477
"952280","New London",-72.103389,41.352498,156913,208412,248554,271904,259088,274055
"976500","Torrington",-73.118706,41.817487,119856,144091,156769,174092,182193,189927
"1021200","Dover",-75.526755,39.161921,0.1,17488,23507,28775,126697,162310
"1150000","Washington",-77.013222,38.913611,2001897,2861123,3060922,3923574,4796183,5636232
"1216525","Daytona Beach",-81.0379,29.207309,37395,69970,258762,370712,443343,590289
"1224125","Fort Myers",-81.857096,26.63175,22523,27351,205266,335113,440888,618754
"1224475","Fort Walton Beach",-86.616727,30.420199,12147,19994,109920,143776,170498,235865
"1225175","Gainesville",-82.336097,29.665245,29701,104764,151348,181596,232392,264275
"1232400","Homosassa Springs",-82.550012,28.807216,0.1,0.1,0.1,0.1,118085,141236
"1235000","Jacksonville",-81.659999,30.319406,455411,528865,737541,925213,1122750,1345596
"1238250","Lakeland",-81.958978,28.041248,54199,70577,321652,405382,483924,602095
"1243975","Melbourne",-80.631925,28.115023,11982,40236,272959,398978,476230,543376
"1245000","Miami",-80.224145,25.787676,935047,1267792,1625781,3192582,5007564,5564635
